user_id,article_id,rating,timestamp,days_since_last_rating
1,1,4.5,2021-07-27 04:00:00+00:00,5717.1665
1,2,3.0,2023-02-25 15:00:00+00:00,6295.625
1,3,4.5,2025-06-03 18:00:00+00:00,7124.75
1,4,3.0,2018-10-23 17:00:00+00:00,4709.7085
1,5,3.0,2017-02-18 04:00:00+00:00,4097.1665
1,6,4.5,2010-10-07 07:00:00+00:00,1771.2916
1,7,3.5,2023-11-12 08:00:00+00:00,6555.3335
1,8,5.0,2015-09-27 18:00:00+00:00,3587.75
1,9,4.5,2015-04-06 21:00:00+00:00,3413.875
1,10,3.0,2021-06-12 12:00:00+00:00,5672.5
1,11,3.0,2007-07-05 12:00:00+00:00,581.5
1,12,3.5,2017-08-08 23:00:00+00:00,4268.9585
1,13,4.0,2006-08-17 06:00:00+00:00,259.25
1,14,4.0,2006-09-07 04:00:00+00:00,280.16666
1,15,3.0,2017-09-18 06:00:00+00:00,4309.25
1,16,3.0,2009-06-24 17:00:00+00:00,1301.7084
1,17,4.5,2014-02-19 18:00:00+00:00,3002.75
1,18,3.0,2015-01-01 08:00:00+00:00,3318.3333
1,19,3.0,2024-02-15 00:00:00+00:00,6650.0
1,20,4.0,2022-07-13 22:00:00+00:00,6068.9165
1,21,3.0,2015-11-08 18:00:00+00:00,3629.75
1,22,3.0,2017-10-26 23:00:00+00:00,4347.9585
1,23,4.0,2012-07-07 02:00:00+00:00,2410.0833
1,24,3.0,2021-12-24 04:00:00+00:00,5867.1665
1,25,5.0,2025-06-05 23:00:00+00:00,7126.9585
1,26,4.5,2025-04-09 09:00:00+00:00,7069.375
1,27,3.0,2020-04-06 11:00:00+00:00,5240.4585
1,28,3.0,2008-09-24 16:00:00+00:00,1028.6666
1,29,3.5,2007-03-31 15:00:00+00:00,485.625
1,30,3.0,2017-07-19 10:00:00+00:00,4248.4165
1,31,4.5,2019-08-17 15:00:00+00:00,5007.625
1,32,3.0,2023-04-25 18:00:00+00:00,6354.75
1,33,3.0,2016-06-14 14:00:00+00:00,3848.5833
1,34,4.5,2019-09-03 07:00:00+00:00,5024.2915
1,35,4.5,2011-12-07 23:00:00+00:00,2197.9583
1,36,3.0,2010-04-07 03:00:00+00:00,1588.125
1,37,3.0,2017-05-31 03:00:00+00:00,4199.125
1,38,4.0,2006-08-11 16:00:00+00:00,253.66667
1,39,4.0,2010-10-27 02:00:00+00:00,1791.0834
1,40,3.0,2016-12-09 12:00:00+00:00,4026.5
1,41,4.5,2007-06-14 01:00:00+00:00,560.0417
1,42,3.0,2019-06-07 01:00:00+00:00,4936.0415
1,43,3.0,2014-10-02 20:00:00+00:00,3227.8333
1,44,3.5,2007-05-01 17:00:00+00:00,516.7083
1,45,3.0,2014-02-25 19:00:00+00:00,3008.7917
1,46,4.5,2024-02-28 15:00:00+00:00,6663.625
1,47,3.0,2009-12-07 17:00:00+00:00,1467.7084
1,48,5.0,2013-01-05 01:00:00+00:00,2592.0417
1,49,3.0,2012-02-04 17:00:00+00:00,2256.7083
1,50,4.0,2024-12-21 20:00:00+00:00,6960.8335
1,51,5.0,2021-07-07 22:00:00+00:00,5697.9165
1,52,3.0,2009-10-21 10:00:00+00:00,1420.4166
1,53,4.5,2023-03-15 18:00:00+00:00,6313.75
1,54,3.0,2016-06-30 16:00:00+00:00,3864.6667
1,55,4.5,2010-08-11 01:00:00+00:00,1714.0416
1,56,3.5,2013-06-19 03:00:00+00:00,2757.125
1,57,3.5,2014-09-07 03:00:00+00:00,3202.125
1,58,4.0,2022-11-28 13:00:00+00:00,6206.5415
1,59,4.0,2017-11-13 02:00:00+00:00,4365.0835
1,60,3.0,2019-06-19 23:00:00+00:00,4948.9585
1,61,3.0,2007-06-18 05:00:00+00:00,564.2083
1,62,4.5,2022-11-11 03:00:00+00:00,6189.125
1,63,4.5,2014-11-01 09:00:00+00:00,3257.375
1,64,3.0,2008-08-26 19:00:00+00:00,999.7917
1,65,3.0,2021-01-26 20:00:00+00:00,5535.8335
1,66,3.0,2023-11-11 19:00:00+00:00,6554.7915
1,67,3.0,2019-09-08 02:00:00+00:00,5029.0835
1,68,3.0,2012-07-12 02:00:00+00:00,2415.0833
1,69,3.0,2008-07-08 23:00:00+00:00,950.9583
1,70,3.5,2024-01-20 22:00:00+00:00,6624.9165
1,71,5.0,2019-09-02 05:00:00+00:00,5023.2085
1,72,5.0,2011-02-14 03:00:00+00:00,1901.125
1,73,4.5,2014-03-21 16:00:00+00:00,3032.6667
1,74,3.0,2011-06-08 15:00:00+00:00,2015.625
1,75,4.5,2012-01-23 09:00:00+00:00,2244.375
1,76,3.5,2009-01-06 09:00:00+00:00,1132.375
1,77,3.0,2014-07-10 14:00:00+00:00,3143.5833
1,78,4.5,2013-08-01 13:00:00+00:00,2800.5417
1,79,4.0,2021-12-17 06:00:00+00:00,5860.25
1,80,3.0,2021-11-23 14:00:00+00:00,5836.5835
1,81,3.0,2009-07-04 20:00:00+00:00,1311.8334
1,82,3.0,2011-07-23 08:00:00+00:00,2060.3333
1,83,3.0,2011-02-07 02:00:00+00:00,1894.0834
1,84,3.0,2013-04-20 11:00:00+00:00,2697.4583
1,85,3.5,2021-02-22 09:00:00+00:00,5562.375
